rank,publication_id,doi,url,pmid,pmcid,title,source_title,anthology_title,publisher,mesh_terms,pubyear,volume,issue,pagination,open_access,publication_type,authors,authors_affiliations,research_organizations_-_standardized,grid_ids,city_of_research_organization,state_of_research_organization,country_of_research_organization,funder,funder_group,funder_country,uids_of_supporting_grants,supporting_grants,times_cited,recent_citations,rcr,fcr,source_linkout,dimensions_url,for_(anzsrc)_categories,for_1,for_2,for_3,for_4,for_5,rcdc_categories,rcdc_1,rcdc_2,rcdc_3,rcdc_4,rcdc_5,hrcs_hc_categories,hrcs_hc_1,hrcs_hc_2,hrcs_hc_3,hrcs_hc_4,hrcs_hc_5,hrcs_rac_categories,hrcs_rac_1,hrcs_rac_2,hrcs_rac_3,hrcs_rac_4,hrcs_rac_5,health_research_areas,broad_research_areas,icrp_cancer_types,icrp_cancer_types_1,icrp_cancer_types_2,icrp_cancer_types_3,icrp_cancer_types_4,icrp_cancer_types_5,icrp_cso_categories,icrp_cso_1,icrp_cso_2,icrp_cso_3,icrp_cso_4,icrp_cso_5,domain,search_note,norm_rank,dataset
166,pub.1040626697,10.1177/0890334415597680,www.doi.org/10.1177/0890334415597680,26266946,,Mobilizing Community Resources to Enhance Postdischarge Support for Breastfeeding in Massachusetts (USA),Journal of Human Lactation,,SAGE Publications,"Breast Feeding; Continuity of Patient Care; Female; Financing, Organized; Health Promotion; Health Status Disparities; Humans; Infant; Infant, Newborn; Massachusetts; Postnatal Care; Program Development; Program Evaluation; Qualitative Research; Social Support",2015,31,4,631-640,Closed,article,"Colchamiro, Rachel; Edwards, Roger A.; Nordstrom, Christina; Eshelman, Jill; Ghiringhelli, Kara; Forgit, Julie; Tolan, Ellen; Mainello, Kristen; Foley, Judi","Colchamiro, Rachel (Massachusetts Department of Public Health); Edwards, Roger A. (Massachusetts Department of Public Health); Nordstrom, Christina (Massachusetts Department of Public Health); Eshelman, Jill (Northeastern University); Ghiringhelli, Kara (Massachusetts Department of Public Health); Forgit, Julie (Massachusetts Department of Public Health); Tolan, Ellen (Massachusetts Department of Public Health); Mainello, Kristen (Northeastern University); Foley, Judi (Health Resources in Action)",Massachusetts Department of Public Health; Health Resources in Action; Northeastern University,grid.416511.6; grid.435190.a; grid.261112.7,Boston; Boston; Boston,Massachusetts; Massachusetts; Massachusetts,United States; United States; United States,National Center for Chronic Disease Prevention and Health Promotion,CDC,United States,,,2,2,0.45,0.48,,https://app.dimensions.ai/details/publication/pub.1040626697,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Clinical Research; Pediatric,Clinical Research,Pediatric,,,,Reproductive Health and Childbirth,Reproductive Health and Childbirth,,,,,,,,,,,Population & Society,Health Services Research,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.265700483,dataset-346
166,pub.1003157877,10.1016/j.jada.2009.11.023,www.doi.org/10.1016/j.jada.2009.11.023,20184990,,Review of the Nutritional Implications of Farmers' Markets and Community Gardens: A Call for Evaluation and Research Efforts,Journal of the Academy of Nutrition and Dietetics,,Elsevier,"Adult; Agriculture; Commerce; Diet; Food Services; Food Supply; Forecasting; Fruit; Gardening; Health Education; Health Knowledge, Attitudes, Practice; Health Promotion; Humans; Nutritional Physiological Phenomena; Nutritional Sciences; Poverty; Program Evaluation; Public Assistance; United States; Vegetables",2010,110,3,399-408,Closed,article,"McCormack, Lacey Arneson; Laska, Melissa Nelson; Larson, Nicole I; Story, Mary","McCormack, Lacey Arneson (South Dakota State University); Laska, Melissa Nelson (); Larson, Nicole I (); Story, Mary ()",South Dakota State University,grid.263791.8,Brookings,South Dakota,United States,Robert Wood Johnson Foundation,,United States,,,168,61,4.87,18.63,,https://app.dimensions.ai/details/publication/pub.1003157877,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Nutrition; Cancer; Pediatric,Nutrition,Cancer,Pediatric,,,,,,,,,,,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.265700483,dataset-346
165,pub.1012732656,10.1111/j.1753-4887.2010.00294.x,www.doi.org/10.1111/j.1753-4887.2010.00294.x,20536780,,Cholesterol: where science and public health policy intersect,Nutrition Reviews,,Oxford University Press (OUP),"Animals; Cholesterol, Dietary; Cholesterol, LDL; Congresses as Topic; Coronary Disease; Diet, Fat-Restricted; Guidelines as Topic; Health Promotion; Humans; Nutrition Policy; Nutritional Sciences; Risk Factors; United States",2010,68,6,355-364,"All OA; Green, Submitted",article,"Brownawell, Amy M; Falk, Michael C","Brownawell, Amy M (); Falk, Michael C ()",,,,,,,,,,,11,4,0.49,1.22,http://nutritionreviews.oxfordjournals.org/content/nutritionreviews/68/6/355.full.pdf,https://app.dimensions.ai/details/publication/pub.1012732656,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Nutrition,Nutrition,,,,,Cardiovascular,Cardiovascular,,,,,,,,,,,,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.264090177,dataset-346
165,pub.1105043406,10.1016/j.amepre.2018.04.027,www.doi.org/10.1016/j.amepre.2018.04.027,29935945,,Diet Quality Over the Monthly Supplemental Nutrition Assistance Program Cycle,American Journal of Preventive Medicine,,Elsevier,,2018,55,Am J Public Health 99 7 2009,205-212,Closed,article,"Whiteman, Eliza D.; Chrisinger, Benjamin W.; Hillier, Amy","Whiteman, Eliza D. (University of Pennsylvania); Chrisinger, Benjamin W. (Stanford University); Hillier, Amy (University of Pennsylvania)",Stanford University; University of Pennsylvania,grid.168010.e; grid.25879.31,Stanford; Philadelphia,California; Pennsylvania,United States; United States,United States Department of Agriculture; National Heart Lung and Blood Institute,USDA; NIH,United States; United States,grant.2684554,T32HL007034,3,3,0,0,,https://app.dimensions.ai/details/publication/pub.1105043406,1111 Nutrition and Dietetics,1111 Nutrition and Dietetics,,,,,Nutrition; Clinical Research,Nutrition,Clinical Research,,,,Oral and Gastrointestinal; Cancer,Oral and Gastrointestinal,Cancer,,,,,,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.264090177,dataset-346
165,pub.1037409507,10.1007/s10995-011-0745-5,www.doi.org/10.1007/s10995-011-0745-5,21318294,,Federal Expenditures on Maternal and Child Health in the United States,Maternal and Child Health Journal,,Springer Nature,"Adult; Child; Child Health Services; Child Welfare; Child, Preschool; Female; Financing, Government; Health Care Rationing; Health Expenditures; Humans; Male; Maternal Health Services; Maternal Welfare; Medicaid; Pregnancy; United States",2012,16,2,271-287,Closed,article,"Kenney, Mary Kay; Kogan, Michael D.; Toomer, Stephanie; van Dyck, Peter C.","Kenney, Mary Kay (); Kogan, Michael D. (); Toomer, Stephanie (); van Dyck, Peter C. ()",,,,,,,,,,,5,2,0.44,0.7,,https://app.dimensions.ai/details/publication/pub.1037409507,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Health Services; Clinical Research; Pediatric,Health Services,Clinical Research,Pediatric,,,Reproductive Health and Childbirth,Reproductive Health and Childbirth,,,,,,,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.264090177,dataset-346
164,pub.1085872506,10.1186/s12966-017-0531-x,www.doi.org/10.1186/s12966-017-0531-x,28583131,PMC5460502,"Association between store food environment and customer purchases in small grocery stores, gas-marts, pharmacies and dollar stores",International Journal of Behavioral Nutrition and Physical Activity,,Springer Nature,Adult; Commerce; Consumer Behavior; Cross-Sectional Studies; Environment; Ethnic Groups; Female; Food; Food Preferences; Food Supply; Fruit; Health Promotion; Healthy Diet; Humans; Male; Middle Aged; Nutritive Value; Pharmacies; Vegetables; Whole Grains,2017,14,1,76,All OA; Pure Gold,article,"Caspi, Caitlin E.; Lenk, Kathleen; Pelletier, Jennifer E.; Barnes, Timothy L.; Harnack, Lisa; Erickson, Darin J.; Laska, Melissa N.","Caspi, Caitlin E. (University of Minnesota); Lenk, Kathleen (University of Minnesota); Pelletier, Jennifer E. (Minnesota Department of Health); Barnes, Timothy L. (University of Minnesota); Harnack, Lisa (University of Minnesota); Erickson, Darin J. (University of Minnesota); Laska, Melissa N. (University of Minnesota)",University of Minnesota; Minnesota Department of Health,grid.17635.36; grid.280248.4,Minneapolis; Saint Paul,Minnesota; Minnesota,United States; United States,National Institute of Child Health and Human Development; National Cancer Institute; National Center for Advancing Translational Sciences; National Institute of Diabetes and Digestive and Kidney Diseases,NIH,United States; United States; United States; United States,grant.2622730; grant.2699299; grant.3858959; grant.2705213,R25CA163184; U54HD070725; R01DK104348; UL1TR000114,16,16,4.64,9.32,https://ijbnpa.biomedcentral.com/track/pdf/10.1186/s12966-017-0531-x,https://app.dimensions.ai/details/publication/pub.1085872506,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Prevention; Nutrition; Obesity; Pediatric,Prevention,Nutrition,Obesity,Pediatric,,Metabolic and Endocrine; Oral and Gastrointestinal; Stroke; Cardiovascular,Metabolic and Endocrine,Oral and Gastrointestinal,Stroke,Cardiovascular,,,,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.262479871,dataset-346
163,pub.1090368360,10.1016/j.jneb.2017.03.022,www.doi.org/10.1016/j.jneb.2017.03.022,28689561,,Development and Implementation of a Loving Support Makes Breastfeeding Work Social Media Toolkit for WIC Staff,Journal of Nutrition Education and Behavior,,Elsevier,,2017,49,7,s212-s213.e1,Closed,article,"Pellechia, Kathleen; Soto, Valery; Haake, Melanie; Schneider, Janice","Pellechia, Kathleen (Agricultural Research Service); Soto, Valery (); Haake, Melanie (); Schneider, Janice (Agricultural Research Service)",Agricultural Research Service,grid.463419.d,Washington D.C.,District of Columbia,United States,,,,,,1,1,1.29,0,,https://app.dimensions.ai/details/publication/pub.1090368360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.260869565,dataset-346
162,pub.1050593491,10.1016/j.jada.2007.08.009,www.doi.org/10.1016/j.jada.2007.08.009,17964315,,"The Food Stamp Program: History, Nutrition Education, and Impact",Journal of the Academy of Nutrition and Dietetics,,Elsevier,Community Health Services; Food Services; Health Promotion; Humans; Nutritional Sciences; Program Evaluation; United States,2007,107,11,1945-1951,Closed,article,"Landers, Patti S","Landers, Patti S (University of Oklahoma Health Sciences Center)",University of Oklahoma Health Sciences Center,grid.266902.9,Oklahoma City,Oklahoma,United States,,,,,,23,6,0.52,1.86,,https://app.dimensions.ai/details/publication/pub.1050593491,1111 Nutrition and Dietetics,1111 Nutrition and Dietetics,,,,,Nutrition,Nutrition,,,,,,,,,,,,,,,,,Population & Society,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.259259259,dataset-346
162,pub.1007696976,10.1111/j.1749-6632.1993.tb26133.x,www.doi.org/10.1111/j.1749-6632.1993.tb26133.x,8494273,,"Preventing Low Birth Weight: Does WIC Work? A Review of Evaluations of the Special Supplemental Food Program for Women, Infants, and Children",Annals of the New York Academy of Sciences,,Wiley,"Child; Child, Preschool; Female; Food Services; Humans; Infant; Infant Mortality; Infant, Low Birth Weight; Infant, Newborn; Nutritional Physiological Phenomena; Pregnancy; Prenatal Care",1993,678,1,306-315,Closed,article,"ABRAMS, BARBARA","ABRAMS, BARBARA (University of California, Berkeley)","University of California, Berkeley",grid.47840.3f,Berkeley,California,United States,,,,,,21,1,1.12,0,,https://app.dimensions.ai/details/publication/pub.1007696976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.259259259,dataset-346
161,pub.1023408826,10.4162/nrp.2009.3.3.171,www.doi.org/10.4162/nrp.2009.3.3.171,20090881,PMC2808715,"Development of supplemental nutrition care program for women, infants and children in Korea: NutriPlus+",Nutrition Research and Practice,,The Korean Nutrition Society and The Korean Society of Community Nutrition (KAMJE),,2009,3,3,171-179,All OA; Hybrid,article,"Kim, Cho-il; Lee, Yoonna; Kim, Bok Hee; Lee, Haeng-Shin; Jang, Young-Ai","Kim, Cho-il (Korea Health Industry Development Institute); Lee, Yoonna (Korea Health Industry Development Institute); Kim, Bok Hee (Chosun University); Lee, Haeng-Shin (Korea Health Industry Development Institute); Jang, Young-Ai ()",Korea Health Industry Development Institute; Chosun University,grid.453028.8; grid.254187.d,Seoul; Gwangju,; ,South Korea; South Korea,,,,,,4,1,0.17,0.39,http://synapse.koreamed.org/Synapse/Data/PDFData/0161NRP/nrp-3-171.pdf,https://app.dimensions.ai/details/publication/pub.1023408826,1111 Nutrition and Dietetics; 1117 Public Health and Health Services; 1114 Paediatrics and Reproductive Medicine,1111 Nutrition and Dietetics,1117 Public Health and Health Services,1114 Paediatrics and Reproductive Medicine,,,Prevention; Pediatric; Nutrition; Clinical Research; Behavioral and Social Science,Prevention,Pediatric,Nutrition,Clinical Research,Behavioral and Social Science,Cardiovascular; Reproductive Health and Childbirth; Oral and Gastrointestinal; Metabolic and Endocrine,Cardiovascular,Reproductive Health and Childbirth,Oral and Gastrointestinal,Metabolic and Endocrine,,3.3 Nutrition and chemoprevention,3.3 Nutrition and chemoprevention,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.257648953,dataset-346
161,pub.1092868686,10.1016/j.jand.2017.09.027,www.doi.org/10.1016/j.jand.2017.09.027,29173349,,Position of the Academy of Nutrition and Dietetics: Food Insecurity in the United States,Journal of the Academy of Nutrition and Dietetics,,Elsevier,Academies and Institutes; Costs and Cost Analysis; Diet; Dietetics; Family Characteristics; Food Assistance; Food Supply; Health Education; Health Promotion; Humans; Malnutrition; Micronutrients; Nutrition Assessment; Nutrition Policy; Nutritionists; Socioeconomic Factors; United States,2017,117,12,1991-2002,Closed,article,"Holben, David H; Marshall, Michelle Berger","Holben, David H (); Marshall, Michelle Berger ()",,,,,,,,,,,9,9,1.09,4.73,,https://app.dimensions.ai/details/publication/pub.1092868686,1111 Nutrition and Dietetics,1111 Nutrition and Dietetics,,,,,Nutrition; Prevention,Nutrition,Prevention,,,,,,,,,,,,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.257648953,dataset-346
166,pub.1067831288,10.1542/peds.2015-2992,www.doi.org/10.1542/peds.2015-2992,27244846,,Unconditional Prenatal Income Supplement and Birth Outcomes,Pediatrics,,American Academy of Pediatrics (AAP),"Breast Feeding; Female; Government Programs; Humans; Income; Infant, Low Birth Weight; Infant, Newborn; Infant, Small for Gestational Age; Manitoba; Poverty; Pregnancy; Pregnancy Outcome; Premature Birth; Prenatal Care; Public Assistance",2016,137,6,e20152992,All OA; Bronze,article,"Brownell, Marni D.; Chartier, Mariette J.; Nickel, Nathan C.; Chateau, Dan; Martens, Patricia J.; Sarkar, Joykrishna; Burland, Elaine; Jutte, Douglas P.; Taylor, Carole; Santos, Robert G.; Katz, Alan","Brownell, Marni D. (University of Manitoba); Chartier, Mariette J. (University of Manitoba); Nickel, Nathan C. (University of Manitoba); Chateau, Dan (University of Manitoba); Martens, Patricia J. (University of Manitoba); Sarkar, Joykrishna (University of Manitoba); Burland, Elaine (University of Manitoba); Jutte, Douglas P. (University of California, Berkeley); Taylor, Carole (University of Manitoba); Santos, Robert G. (University of Manitoba); Katz, Alan (University of Manitoba)","University of Manitoba; University of California, Berkeley",grid.21613.37; grid.47840.3f,Winnipeg; Berkeley,Manitoba; California,Canada; United States,Canadian Institutes of Health Research,,Canada,,,19,18,2.66,7.05,http://pediatrics.aappublications.org/content/137/6/e20152992.full.pdf,https://app.dimensions.ai/details/publication/pub.1067831288,1114 Paediatrics and Reproductive Medicine; 1117 Public Health and Health Services,1114 Paediatrics and Reproductive Medicine,1117 Public Health and Health Services,,,,Infant Mortality/ (LBW); Clinical Research; Perinatal Period - Conditions Originating in Perinatal Period; Conditions Affecting the Embryonic and Fetal Periods; Perinatal - Birth - Preterm (LBW); Pediatric; Patient Safety; Prevention,Infant Mortality/ (LBW),Clinical Research,Perinatal Period - Conditions Originating in Perinatal Period,Conditions Affecting the Embryonic and Fetal Periods,Perinatal - Birth - Preterm (LBW),Reproductive Health and Childbirth,Reproductive Health and Childbirth,,,,,,,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND (WIC OR ""women, infants and Children"") AND ""Program Data""'",0.257410296,dataset-346
