datasets,doi,journal,search_term,title,url
dataset-622,10.1016/j.marmicro.2019.04.001,"{'id': 'jour.1023049', 'title': 'Marine Micropaleontology'}",datums,Calcareous nannoplankton proxies for palaeoenvironmental reconstruction of the Albian–Cenomanian succession in North-western Israel (Mount Carmel Region),
dataset-622,10.1088/1742-6596/1260/11/112036,Journal of Physics Conference Series,datums,Analysis of datum schemes for multi-faceted cutting inserts in cutting,http://dx.doi.org/10.1088/1742-6596/1260/11/112036
dataset-622,10.1016/j.compeleceng.2019.07.013,"{'id': 'jour.1051600', 'title': 'Computers & Electrical Engineering'}",datums,An optimization framework for dynamic pipeline management in computing systems,
dataset-622,10.2110/jsr.2019.39,"{'id': 'jour.1137011', 'title': 'Journal of Sedimentary Research'}",datums,"Alluvial Terracing in a Falling-stage Braidplain: the Lower Cretaceous Cadomin Formation, West-central Alberta, Canada",
dataset-622,10.2110/jsr.2019.41,"{'id': 'jour.1137011', 'title': 'Journal of Sedimentary Research'}",datums,"Preservation of Autogenic Processes and Allogenic Forcings in Set-Scale Aeolian Architecture II: The Scour-and-Fill Dominated Jurassic Page Sandstone, Arizona, U.S.A.",
dataset-622,10.3390/rs11171969,Remote Sensing,datums,An Accurate Method to Correct Atmospheric Phase Delay for InSAR with the ERA5 Global Atmospheric Model,http://dx.doi.org/10.3390/rs11171969
dataset-622,10.2514/6.2019-4362,,datums,Additive Manufacturing and Hot-fire Testing of Liquid Rocket Channel Wall Nozzles Using Blown Powder Directed Energy Deposition Inconel 625 and JBK-75 Alloys,
dataset-622,10.1111/jbi.13685,"{'id': 'jour.1020344', 'title': 'Journal of Biogeography'}",datums,A legacy of geo‐climatic complexity and genetic divergence along the lower Colorado River: Insights from the geological record and 33 desert‐adapted animals,
dataset-622,10.1007/s12541-019-00202-0,"{'id': 'jour.1135952', 'title': 'International Journal of Precision Engineering and Manufacturing'}",datums,Three-Dimensional Tolerance Analysis Modelling of Variation Propagation in Multi-stage Machining Processes for General Shape Workpieces,
dataset-622,10.2514/6.2019-4361,,datums,Bimetallic Channel Wall Nozzle Development and Hot-fire Testing Using Additively Manufactured Laser Wire Direct Closeout Technology,
dataset-622,10.17159/1727-3781/2019/v22i0a5762,"{'id': 'jour.1278364', 'title': 'Potchefstroom Electronic Law Journal'}",datums,Mediese Sertifikate ingevolge die Traditional Health Practitioners Act: Die Kwessie van Geldigheid en Betroubaarheid /Medical Certificates in terms of the Traditional Health Practitioners Act: The Issue of Validity and Reliability,
dataset-622,10.2514/6.2019-4390,,datums,Additive Manufacturing and Hot-fire Testing of Bimetallic GRCop-84 and C-18150 Channel-Cooled Combustion Chambers Using Powder Bed Fusion and Inconel 625 Hybrid Directed Energy Deposition,
dataset-622,10.1088/1755-1315/311/1/012076,IOP Conference Series Earth and Environmental Science,datums,Semivariogram fitting based on SVM and GPR for DEM interpolation,http://dx.doi.org/10.1088/1755-1315/311/1/012076
dataset-622,10.1371/journal.pone.0218558,PLoS ONE,datums,Insights into estuary habitat loss in the western United States using a new method for mapping maximum extent of tidal wetlands,http://dx.doi.org/10.1371/journal.pone.0218558
dataset-622,10.5194/nhess-2019-217,Natural Hazards and Earth System Sciences Discussions,datums,High accuracy coastal flood mapping for Norway using LiDAR data,http://dx.doi.org/10.5194/nhess-2019-217
dataset-622,10.1680/jgeot.18.p.150,"{'id': 'jour.1137229', 'title': 'Géotechnique'}",datums,Behaviour of discrete piles used to stabilise a tree-covered railway embankment,
dataset-622,10.2478/geoca-2019-0020,"{'id': 'jour.1052747', 'title': 'Geologica Carpathica'}",datums,The calcareous nannofossils and magnetostratigraphic results from the Upper Tithonian–Berriasian of Feodosiya region (Eastern Crimea),
dataset-622,10.14358/pers.85.8.537,"{'id': 'jour.1042026', 'title': 'Photogrammetric Engineering & Remote Sensing'}",datums,Grids & Datums,
dataset-622,10.1007/s00367-019-00573-3,"{'id': 'jour.1136205', 'title': 'Geo-Marine Letters'}",datums,"Recent subsidence rates for Barataria Basin, Louisiana",
dataset-622,10.1016/j.apgeog.2019.05.009,"{'id': 'jour.1027530', 'title': 'Applied Geography'}",datums,Do grant funding and pro-environmental spillovers influence household hazardous waste collection?,
dataset-622,10.1016/j.palaeo.2019.109339,"{'id': 'jour.1312078', 'title': 'Palaeogeography Palaeoclimatology Palaeoecology'}",datums,Monsoon-influenced variation of clay mineral compositions and detrital Nd-Sr isotopes in the western Andaman Sea (IODP Site U1447) since the late Miocene,
dataset-622,10.2139/ssrn.3440143,"{'id': 'jour.1276748', 'title': 'SSRN Electronic Journal'}",datums,"Baseline Delimitation of ‘Islands, Reefs & Low Tide Elevations’ under International Law of the Sea",
dataset-622,10.1016/j.quascirev.2019.06.039,"{'id': 'jour.1040733', 'title': 'Quaternary Science Reviews'}",datums,Holocene reef growth in the tropical southwestern Atlantic: Evidence for sea level and climate instability,
dataset-622,10.1016/j.palaeo.2019.04.029,"{'id': 'jour.1312078', 'title': 'Palaeogeography Palaeoclimatology Palaeoecology'}",datums,Pliocene-Pleistocene magneto-cyclostratigraphy of IODP Site U1499 and implications for climate-driven sedimentation in the northern South China Sea,
dataset-622,10.1016/j.cretres.2019.03.007,"{'id': 'jour.1052618', 'title': 'Cretaceous Research'}",datums,Jurassic–Cretaceous boundary bioevents and magnetochrons: A stratigraphic experiment,
dataset-622,10.1111/sed.12545,"{'id': 'jour.1026167', 'title': 'Sedimentology'}",datums,"The impact of Aptian glacio‐eustasy on the stratigraphic architecture of the Athabasca Oil Sands, Alberta, Canada",
dataset-622,10.1109/icsecc.2019.8907160,,datums,CARDUINO: An Effort Towards Commercial Autonomous Public Vehicles Based On Arduino,
dataset-622,10.1016/j.ijar.2019.05.001,"{'id': 'jour.1040296', 'title': 'International Journal of Approximate Reasoning'}",datums,"L-equivalence relations on L-fuzzy sets, L-partitions of L-fuzzy sets and their one-to-one connections",
dataset-622,10.1016/j.dib.2019.104244,Data in Brief,datums,Global stratigraphic dataset composing LOK2016CS Database: biostratigraphic ranges of uppermost Tithonian-Hauterivian bioevents (Lower Cretaceous): Tables 1 and 2,http://dx.doi.org/10.1016/j.dib.2019.104244
dataset-622,10.1007/s00190-019-01237-x,"{'id': 'jour.1052480', 'title': 'Journal of Geodesy'}",datums,The Iranian height datum offset from the GBVP solution and spirit-leveling/gravimetry data,
dataset-622,10.1088/1742-6596/1260/3/032019,Journal of Physics Conference Series,datums,Strength and geometry parameters accuracy improvement of 3D-printed polymer gears,http://dx.doi.org/10.1088/1742-6596/1260/3/032019
dataset-622,10.1016/j.marmicro.2019.101752,"{'id': 'jour.1023049', 'title': 'Marine Micropaleontology'}",datums,A review of basin-wide calcareous nannofossil bioevents in the Mediterranean at the onset of the Messinian salinity crisis,
dataset-622,10.1016/j.marmicro.2019.101768,"{'id': 'jour.1023049', 'title': 'Marine Micropaleontology'}",datums,Depositional mechanisms for upper Miocene sediments in the South China Sea central basin: Evidence from calcareous nannofossils,
dataset-622,10.1016/j.earscirev.2019.02.014,"{'id': 'jour.1052623', 'title': 'Earth-Science Reviews'}",datums,"The Smithian/Spathian boundary (late Early Triassic): A review of ammonoid, conodont, and carbon-isotopic criteria",
dataset-622,10.1016/j.coastaleng.2019.02.001,Coastal Engineering,datums,Coastal flooding from wave overtopping and sea level rise adaptation in the northeastern USA,https://doi.org/10.1016/j.coastaleng.2019.02.001
dataset-622,10.1016/j.asr.2019.08.010,"{'id': 'jour.1122988', 'title': 'Advances in Space Research'}",datums,A coastal mean sea surface with associated errors in Norway based on new-generation altimetry,
dataset-622,10.1016/j.palaeo.2019.04.027,"{'id': 'jour.1312078', 'title': 'Palaeogeography Palaeoclimatology Palaeoecology'}",datums,"Stratigraphy of early to middle Eocene hyperthermals from Possagno (Southern Alps, Italy) and comparison with global carbon isotope records",
dataset-622,10.3389/fevo.2019.00287,"{'id': 'jour.1050243', 'title': 'Frontiers in Ecology and Evolution'}",datums,Evolutionary Significance of Equinae From the Mexican Neogene,
dataset-622,10.1515/jag-2018-0050,"{'id': 'jour.1143297', 'title': 'Journal of Applied Geodesy'}",datums,Using direct transformation approach as an alternative technique to fuse global digital elevation models with GPS/levelling measurements in Egypt,
dataset-622,10.3389/fmars.2019.00437,Frontiers in Marine Science,datums,Towards Comprehensive Observing and Modeling Systems for Monitoring and Predicting Regional to Coastal Sea Level,http://dx.doi.org/10.3389/fmars.2019.00437
dataset-622,10.14714/cp92.1451,Cartographic Perspectives,datums,“Mapping-with”: The Politics of (Counter-)classification in OpenStreetMap,https://cartographicperspectives.org/index.php/journal/article/download/1451/1747
dataset-622,10.5194/ica-abs-1-237-2019,,datums,Cartographic Presentation as the Central Theme for Geospatial Education,https://www.abstr-int-cartogr-assoc.net/1/237/2019/ica-abs-1-237-2019.pdf
dataset-622,10.1787/ce74856f-lv,,datums,Cilvēku sasaiste ar darbavietām,
dataset-622,10.5194/os-15-853-2019,Ocean Science,datums,Tidal variability in the Hong Kong region,https://www.ocean-sci.net/15/853/2019/os-15-853-2019.pdf
dataset-622,10.1080/01490419.2019.1610816,"{'id': 'jour.1138511', 'title': 'Marine Geodesy'}",datums,Improving the Definition and Algorithms of China’s Coastline Considering the Diversity of Tidal Characteristics,
dataset-622,10.1080/01916122.2018.1449029,"{'id': 'jour.1139538', 'title': 'Palynology'}",datums,A Cretaceous Dinoflagellate Cyst Palynozonation of Northern Egypt,
dataset-622,10.2478/saec-2019-0013,"{'id': 'jour.1025685', 'title': 'Saeculum'}",datums,"The Piano’s Sound Apperception in Havasi Balázs’s Compositions, with Some Remarks from Alfred Whitehead and Theodore Ziolkowski",
dataset-622,10.14358/pers.85.7.473,Photogrammetric Engineering & Remote Sensing,datums,"The 3-D Global Spatial Data Model: Principles and Applications, 2nd Edition",https://doi.org/10.14358/pers.85.7.473
dataset-622,10.2113/gsjfr.49.3.259,"{'id': 'jour.1023046', 'title': 'The Journal of Foraminiferal Research'}",datums,Mesocosm and Microcosm Experiments On the Feeding of Temperate Salt Marsh Foraminifera,
dataset-622,10.1007/s42452-019-0711-1,SN Applied Sciences,datums,Realization of time-dependent geocentric datum transformation parameters for Nigeria,https://link.springer.com/content/pdf/10.1007%2Fs42452-019-0711-1.pdf
dataset-622,10.1016/j.marpetgeo.2018.07.017,Marine and Petroleum Geology,datums,"The Zambezi delta (Mozambique channel, East Africa): High resolution dating combining bio-orbital and seismic stratigraphy to determine climate (palaeoprecipitation) and tectonic controls on a passive margin",https://hal-insu.archives-ouvertes.fr/insu-01868030/document
dataset-622,10.1007/s00190-018-1221-4,Journal of Geodesy,datums,Squared Msplit(q) S-transformation of control network deformations,https://link.springer.com/content/pdf/10.1007%2Fs00190-018-1221-4.pdf
dataset-622,10.1016/j.marpetgeo.2019.03.038,"{'id': 'jour.1020185', 'title': 'Marine and Petroleum Geology'}",datums,The origin of the East Java Sea basins deduced from sequence stratigraphy,
dataset-622,10.1007/s00227-019-3539-8,"{'id': 'jour.1327717', 'title': 'Marine Biology'}",datums,Beyond tides: surge-dominated submersion regimes on rocky shores of central Chile,
dataset-622,10.1007/s10347-019-0576-1,"{'id': 'jour.1136131', 'title': 'Facies'}",datums,A series of ecostratigraphic events across the Langhian/Serravallian boundary in an epicontinental setting: the northern Pannonian Basin,
dataset-622,10.1016/j.scitotenv.2019.03.427,The Science of The Total Environment,datums,"The effects of irrigation on groundwater quality and quantity in a human-modified hydro-system: The Oglio River basin, Po Plain, northern Italy",https://doi.org/10.1016/j.scitotenv.2019.03.427
dataset-622,10.1175/bams-d-18-0206.1,Bulletin of the American Meteorological Society,datums,A meteotsunami climatology along the U.S. East Coast A meteotsunami climatology along the U.S. East Coast,http://journals.ametsoc.org/doi/pdf/10.1175/BAMS-D-18-0206.1
dataset-622,10.1016/j.ejrs.2019.07.001,The Egyptian Journal of Remote Sensing and Space Science,datums,Automatic determination of shoreline at maximum retreating,https://doi.org/10.1016/j.ejrs.2019.07.001
dataset-622,10.1016/j.dsr2.2018.06.006,"{'id': 'jour.1023157', 'title': 'Deep Sea Research Part II Topical Studies in Oceanography'}",datums,Verification of historical smooth sheet bathymetry for the Gulf of Alaska - Integrated Ecosystem Research Program,
dataset-622,10.1002/j.2334-5837.2019.00641.x,"{'id': 'jour.1137387', 'title': 'INCOSE International Symposium'}",datums,Transitioning from technical 2D drawings to 3D models: a case study at defense systems,
dataset-622,10.1016/j.gloplacha.2019.04.002,"{'id': 'jour.1297393', 'title': 'Global and Planetary Change'}",datums,Revised chronostratigraphy of DSDP Site 270 and late Oligocene to early Miocene paleoecology of the Ross Sea sector of Antarctica,
dataset-622,10.1016/j.sedgeo.2019.07.003,"{'id': 'jour.1036664', 'title': 'Sedimentary Geology'}",datums,"Ecological changes and depositional sequences during Cenomanian/Turonian platform evolution in the Zagros Basin, SW Iran; an interplay between tectonics and aquifer-eustasy",
dataset-622,10.1080/21622671.2019.1632219,"{'id': 'jour.1148620', 'title': 'Territory Politics Governance'}",datums,The rising politics of sea level: demarcating territory in a vertically relative world,
dataset-622,10.1080/15230406.2019.1619482,"{'id': 'jour.1041893', 'title': 'Cartography and Geographic Information Science'}",datums,Indoor cartography,
dataset-622,10.1007/s10796-019-09935-9,"{'id': 'jour.1136609', 'title': 'Information Systems Frontiers'}",datums,RecSys Issues Ontology: A Knowledge Classification of Issues for Recommender Systems Researchers,
dataset-622,10.1115/gt2019-91591,,datums,Physics-Based Part Orientation and Sentencing: A Solution to Manufacturing Variability,
dataset-622,10.1115/gt2019-91609,,datums,Development and Commissioning of a Blowdown Facility for Dense Gas Vapours,
dataset-622,10.2110/jsr.2019.32,"{'id': 'jour.1137011', 'title': 'Journal of Sedimentary Research'}",datums,"High-resolution Sequence Stratigraphy and Implications For Cretaceous Glacioeustasy of the Late Cretaceous Gallup System, New Mexico, U.S.A.",
dataset-622,10.15835/buasvmcn-hort:2018.0046,"{'id': 'jour.1145075', 'title': 'Bulletin of University of Agricultural Sciences and Veterinary Medicine Cluj-Napoca Horticulture'}",datums,Creating the Cartographic Database and Informatization of the Systematic Cadastre Works Process,
