doi,journal,keywords,title,url,dataset
10.3945/jn.116.240697,The Journal of nutrition,"Adolescent,Adult,Bias,Child,Child, Preschool,Commerce,Data Collection,Diet,Family Characteristics,Feeding Behavior,Female,Humans,Infant,Infant, Newborn,Logistic Models,Male,Meals,Surveys and Questionnaires/*standards,Young Adult,FoodAPS,NonE Tier 1",Nonresponse and Underreporting Errors Increase over the Data Collection Week Based on Paradata from the National Household Food Acquisition and Purchase Survey,http://www.ncbi.nlm.nih.gov/pubmed/28298539,",,,,,,,"
10.1097/nt.0000000000000066,,"NonE Tier3,FoodAPS",What’s in the Shopping Cart?,https://www.doi.org/10.1097/nt.0000000000000066,",,,,,,,"
,,FoodAPS,Supplemental Nutrition Assistance ,,",,,,,,,"
,,FoodAPS,Low-Income and Low-Access Households' Expenditures on Healthy Food Away From Home,http://ageconsearch.umn.edu/record/205525/files/AAEA_Manuscript_Leschewski_2015%20.pdf,",,,,,,,"
,,FoodAPS,Is the focus on food deserts fruitless Retail access and food purchases across the socioeconomic spectrum,,",,,,,,,"
,,,The Use of Food Pantries and Soup Kitchens by Low-Income Households ,https://econpapers.repec.org/scripts/redir.pf?u=http%3A%2F%2Fageconsearch.umn.edu%2Frecord%2F236172%2Ffiles%2FThe%2520Use%2520of%2520Food%2520Pantry%2520by%2520Low-Income%2520Households%2520AAEA%2520Paper%25202016.pdf;h=repec:ags:aaea16:236172,"dataset-025,,,,,,,"
,,"foodAPS,Food purchase,food acquisition,food insecurity,food assistance,poverty,obesity,directed acyclic graphs,Food APS data","Socioeconomic, Demographic and Geographic Factors Affecting Household Food Purchase and Acquisition Decisions in the United States as a Complex Economic System",,",,,,,,,"
,,"Agricultural and Food Policy,Food Consumption,Nutrition,Food Safety,Food Security and Poverty,FoodAPS",The Use of Food Pantries and Soup Kitchens by Low-Income Households,,",,,,,,,"
,,foodAPS,"How do SNAP participation, food access and food prices affect nutritional quality of food purchases? An analysis of FoodAPS data",,",,,,,,,"
,,"SNAP,Benet Cycle,Food Price,FoodAPS",Food Price Variation over the SNAP Benet Cycle,,"dataset-026,,,,,,,"
,,"Food Acqusition,FoodAps,NAtional Household food acqusition and purchase survey",FoodAPS Data Now Available to the General Public,,",,,,,,,"
,,,FoodAPS Data Now Available to the General Public ,https://www.ers.usda.gov/amber-waves/2016/december/foodaps-data-now-available-to-the-general-public/,"dataset-025,,,,,,,"
,,"FoodAPS,food access,choice and diet quality",Recent Evidence on the Effects of Food Store Access on Food Choice and Diet Quality,,",,,,,,,"
,,"fruit beverages,juice,nutrients,hedonic price analysis,price premium,FoodAps,JTier N/A",A Segmented Hedonic Analysis of the Nutritional Composition of Fruit Beverages,,",,,,,,,"
10.1016/j.jand.2019.04.024,Journal of the Academy of Nutrition and Dietetics,"Calories,Nutrition,Policy,Obesity,Menu labeling,FCBS,Flexible Consumer Behavior Survey,NonE Tier 1,Analyzed",Reported Knowledge of Typical Daily Calorie Requirements: Relationship to Demographic Characteristics in US Adults,http://www.ncbi.nlm.nih.gov/pubmed/31296427,"dataset-301,,,,,,,"
,,"FoodAPS,National Household Food Acquisition and Purchase Survey,food expenditures,Supplemental Nutrition Assistance Program,SNAP,food insecurity,SNAP benefit cycle",The Food-Spending Patterns of Households Participating in the Supplemental Nutrition Assistance Program Findings From USDA's FoodAPS.pdf,,"dataset-026,,,,,,,"
10.1080/19485565.2015.1007335,Biodemography and social biology,"Adult,Breakfast physiology,Diet, Carbohydrate-Restricted,adverse effects,Feeding Behavior,physiology,Female,Fertilization,physiology,Humans,Infant,Infant, Newborn,Male,Pregnancy,Pregnancy Outcome,Sex Ratio,Time Factors,Transportation,statistics & numerical data,United States,Young Adult,EHM,Eating and Health Module,eating & Health Module,econ tier 2,analyzed","Breakfast Skipping, Extreme Commutes, and the Sex Composition at Birth",http://www.ncbi.nlm.nih.gov/pubmed/26266972,",,,,,,,"
10.1371/journal.pone.0109051.g001,,"NonE Tier 1,ehm,eating and health module,eating & Health Module,analyzed",Body Mass Index:Accounting for full time sedentary occupation and 24-hr self reported time use,https://www.doi.org/10.1371/journal.pone.0109051.g001,",,,,,,,"
,,,Social Determinants and International Comparisons of Health and Mortality ,,",,,,,,,"
,,,THE EFFECT OF WORK AND PARENTAL ROLE OCCUPANCY AND ROLE PERFORMANCE ON EXERCISE PARTICIPATION AMONG U.S. ADULTS ,,",,,,,,,"
10.3390/diseases6040105,Diseases,"Ehm,eating and Health Module,eating & Health Module",Is a Meal without Wine Good for Health?,http://www.ncbi.nlm.nih.gov/pubmed/30453587,",,,,,,,"
,,,REFLECTIONS ON MEASURING TIME ALONE ,,",,,,,,,"
,,"Ehm,eating and Health Module,eating & health module",Mother Child Eating and Drinking Patterns by Weight and Ethnicity,,",,,,,,,"
10.4315/0362-028X.JFP-13-135,Journal of food protection,"Campylobacter/isolation & purification,Colony Count, Microbial,Consumer Product Safety,Escherichia coli O157/isolation & purification,Food Contamination,analysis,Food Microbiology,Humans,Listeria monocytogenes/isolation & purification,Netherlands,Prevalence,Public Health,Salmonella/isolation & purification,Vegetables,microbiology,EHM,eating and Health Module,eating & health module,NonE tier 1",Prevalence and concentration of bacterial pathogens in raw produce and minimally processed packaged salads produced in and for the Netherlands,http://www.ncbi.nlm.nih.gov/pubmed/24674429,",,,,,,,"
,,"health,obesity,sleep,deprivation,time use,regression discontinuity,EHM,Eating and Health Module,eating & health module,analyzed",If You Don’t Snooze You Lose: Evidence on Health and Weight,,",,,,,,,"
10.1017/S1368980013003315,Public health nutrition,"Adult,Age Factors,Cross-Sectional Studies,Drinking,Eating,Educational Status,Family,Family Characteristics,Feeding Behavior,Female,Humans,Interpersonal Relations,Logistic Models,Male,Middle Aged,Obesity/etiology,Odds Ratio,Restaurants,Self Report,Sex Factors,Social Environment,United States,Young Adult,none Tier1,EHM,eating and health module,eating & health module,Analyzed",Cross-sectional examination of physical and social contexts of episodes of eating and drinking in a national sample of US adults,http://www.ncbi.nlm.nih.gov/pubmed/24477030,",,,,,,,"
10.1093/aepp/pps034,,"Time use,Discretionary time,Time poverty,Time-poor,American Time Use Survey,Eating and Health Module,Energy balance,Exercise,Eating patterns,Fast food,Active travel,EHM,Eating and health module,eating & health module,Econ Tier 2,analyzed",How Does Time Poverty Affect Behavior? A Look at Eating and Physical Activity,https://www.doi.org/10.1093/aepp/pps034,",,,,,,,"
10.1016/j.ehb.2009.12.003,Economics and human biology,"Adult,Body Mass Index,Feeding Behavior,Female,Health Surveys,Humans,Male,Middle Aged,Models, Econometric,Models, Theoretical,Nutrition Surveys,Salaries and Fringe Benefits,economics,Time Factors,United States,EHM,eating and health module,eating & Health Module,EconTier 2,analyzed","Incentives, time use and BMI: The roles of eating, grazing and goods",http://www.ncbi.nlm.nih.gov/pubmed/20079698,",,,,,,,"
10.1002/oby.22261,,"EHM,Eating and health module,eating & health module,JTier N/A,analyzed",Low-Calorie Sweeteners:Exploring Underutilized Database Resources to Understand Dietary Patterns and Obesity,https://www.doi.org/10.1002/oby.22261,",,,,,,,"
10.1016/j.dhjo.2019.01.011,Disability and health journal,"EHM,eating and Health Module,eating & Health Module,analyzed,NonE Tier 2","Disability, self-rated health, and time seeking medical care",http://www.ncbi.nlm.nih.gov/pubmed/30898529,",,,,,,,"
,,"EHM,eating and Health Module,eating & Health Module,Jtier n/a",Mother Child Eating and Drinking Patterns by Weight and Ethnicity,,",,,,,,,"
10.1002/hec.1,,"Econ Tier 1,eating and Health Module,eating & Health Module,EHM,labor supply,time allocation,health,analyzed",Health Status and Allocation Time,https://www.doi.org/10.1002/hec.1,",,,,,,,"
,,"EHM,eating and Health Module,eating & Health Module,Jtier N/a,analyzed",Timing is Everything: The Role of Time and the Business Cycle in Fast-Food Purchasing Behavior in the United States,,",,,,,,,"
,,"EHM,eating and Health module,eating & health module,body mass index,family dinner,life expectancy,mortality,obesity,population attributable fraction,analyzed",Social Determinants and International Comparisons of Health and Module,,",,,,,,,"
,,"EHm,eating and Health Module,eating & Health Module,Jtier n/a,analyzed",The Effect of Work and Parental Role Occupancy and Role,,",,,,,,,"
,,"Food away from home,FAFH,fast food,time use,American Time Use Survey,Great Recession,time pressure,EHM,eating and health module,eating & Health Module,analyzed,JTier N/A",Timing is Everything: The Role of Time and the Business Cycle in Fast-Food Purchasing Behavior in the United States,,",,,,,,,"
,,"Food away from home,FAFH,fast food,time use,American Time Use Survey,ATUS,Eating and Health Module,Great Recession,time pressure,eating patterns,sleep,EHM,eating and Health Module,eating & Health Module,analyzed",The Role of Time in Fast-Food Purchasing Behavior in the United States,,",,,,,,,"
,,"Sugar-sweetened beverage tax,Obesity,Household Production,EHM,eating and health module,eating & health module,analyzed,Jtier n/a",Predicting the Effects of a Sugar Sweetened Beverage Tax in a Household Production Model,,",,,,,,,"
,,"Ageing,retirement,part-time work,body mass index,ehm,eating and Health Module,eating & health module,Jtier n/a,analyzed",Working part-time and full-time and body weight in old age: effects and mechanisms,,",,,,,,,"
,,"sugar-sweetened beverage tax,obesity,household production,EHM,eating and health module,eating & health module,Econ Tier 2,analyzed",A Reconsideration of the Sugar Sweetened Beverage Tax in a Household Production Model,,",,,,,,,"
,,"ehm,eating and Health Module,eating & health module,Econ Tier 2,analyzed",Reflections on Measureing Time Alone ,,",,,,,,,"
10.1080/15528014.2016.1243766,,"EHM,eating and Health Module,eating & Health Module,eating patterns,food consumption,meal,time-use,NonE Tier 3,analyzed","Food for Thought: A Comparative Analysis of Eating Behavior in the United States, Poland, and Armenia",https://www.doi.org/10.1080/15528014.2016.1243766,",,,,,,,"
,,"EHM,eating and Health Module,eating & health module,Jtier N/a,analyzed","Trans Fat Policies, Commuting, Physical Activity, and Body Mass Index in the US",,",,,,,,,"
,,"Body Mass Index,secondary eating,sedentary lifestyle,household production theory,ehm,eating and health module,eating & helath module,Jtier n/a,analyzed",The Mindlessness and Mindfulness of Secondary Eating,,",,,,,,,"
10.3141/2598-05,,"EHM,eating and Health Module,eating & health module,analyzed,NonE tier 2",Multimodal Transportation Choices and Health: Exploratory Analysis Using Data Fusion Techniques,https://www.doi.org/10.3141/2598-05,",,,,,,,"
,,"Public Health,Beverages,Sleep,Obesity,Distracted Eating,Prevention Research,EHM,eating and health module,eating & health module,NonE tier 2,Citation",New Pathways From Short Sleep to Obesity? Associations Between Short Sleep and ‘‘Secondary’’ Eating and Drinking Behavior,,",,,,,,,"
,,"time use,non-work,efficiency wages,labor productivity,EHM,Eating and Health Module,eating & health module,analyzed,JTier N/A","Non-Work at Work, Unemployment and Labor Productivity ",,",,,,,,,"
10.13023/etd.2017.213,,"Obesity,Food-Away-From-Home,Secondary Eating,Sedentary Lifestyle,Time Preferences,eating and health module,eating & health module,EHM,analyzed,JTier N/A",Three Essays in Food Consumption and Health Related Issues ,https://www.doi.org/10.13023/etd.2017.213,",,,,,,,"
,,"EHM,eating and Health Module,eating & health module,analyzed",An Exploration of College Students’ Cooking Behavior and Factors That Influence That Behavior Using Social Cognitive Theory,,",,,,,,,"
,,"EHM,Eating and Health module,eating & health module,analyzed",Time Use and Eating Patterns of SNAP Participants over the Benefit Month,,",,,,,,,"
,,"EHM,eating and Health Module,eating & health module,citation",The Pregnancy Penalty,,",,,,,,,"
10.1016/j.jtrangeo.2014.11.004,,"ehm,eating and health module,eating & health module,Citation,Non Econ Tier 1","Spatiotemporal accessibility to supermarkets using public transit: an interaction potential approach in Cincinnati, Ohio",https://www.doi.org/10.1016/j.jtrangeo.2014.11.004,",,,,,,,"
10.1007/s11150-014-9267-4,,,The connection between working hours and body mass index in the U.S.: a time use analysis,https://link.springer.com/article/10.1007/s11150-014-9267-4,",,,,,,,"
10.1093/erae/jby026,,IRI,The relationship between price and retail concentration: evidence from the US food industry,https://www.doi.org/10.1093/erae/jby026,",,dataset-001,dataset-002,,,,"
10.1353/cpr.2016.0050,"Progress in community health partnerships : research, education, and action","Adolescent,Adult,Community Health Workers,Community-Based Participatory Research,Female,Hispanic Americans,Humans,Interviews as Topic,Los Angeles,Male,Middle Aged,Nutrition Surveys,EHM,eating and Health Module,eating & health module,Econ Tier 2,Analyzed",Comparing Lay Community and Academic Survey Center Interviewers in Conducting Household Interviews in Latino Communities,http://www.ncbi.nlm.nih.gov/pubmed/28230551,",,,,,,,"
10.1038/ejcn.2015.166,European journal of clinical nutrition,"Adult,Consumer Behavior,Costs and Cost Analysis,Family Characteristics,Female,Follow-Up Studies,Food economics,Humans,Male,Middle Aged,Nutrition Surveys,Prospective Studies,Reproducibility of Results,Self Report,Socioeconomic Factors,Washington,Young Adult,FCBS,Flexible Consumer Behavior Survey,Econ Tier 1,Analyzed",Validating self-reported food expenditures against food store and eating-out receipts,http://www.ncbi.nlm.nih.gov/pubmed/26486299,"dataset-301,,,,,,,"
10.1016/j.jneb.2013.10.001,Journal of nutrition education and behavior,"Adolescent,Adult,Aged,Diet/economics,Female,Food Assistance,Food Supply,Health Promotion,Humans,Longitudinal Studies,Male,Massachusetts,Middle Aged,Poverty,Surveys and Questionnaires,Young Adult,FSSM,NonE Tier 2",Few changes in food security and dietary intake from short-term participation in the Supplemental Nutrition Assistance Program among low-income Massachusetts adults,http://www.ncbi.nlm.nih.gov/pubmed/24238909,",,,,dataset-049,,,"
10.2337/dc14-0753,Diabetes care,"Adult,Aged,Boston,Diabetes Mellitus,Diet,Feeding Behavior,Female,Follow-Up Studies,Food Supply,Glycated Hemoglobin A,Health Status,Humans,Hyperglycemia,Hypoglycemia,Longitudinal Studies,Male,Middle Aged,Prospective Studies,Puerto Rico,FSSM,NonE Tier 1",Food-insecure dietary patterns are associated with poor longitudinal glycemic control in diabetes: results from the Boston Puerto Rican Health study,http://www.ncbi.nlm.nih.gov/pubmed/24969578,",,,,dataset-049,,,"
10.1016/j.amjmed.2014.01.002,The American journal of medicine,"Chronic Disease,Costs and Cost Analysis,Cross-Sectional Studies,Female,Food Supply,Health Services Needs and Demand,Humans,Male,Medication Adherence,Middle Aged,Risk Factors,Socioeconomic Factors,Population Health,Underserved Populations,FSSM,NonE Tier 1","Treat or eat: food insecurity, cost-related medication underuse, and unmet needs",http://www.ncbi.nlm.nih.gov/pubmed/24440543,",,,,dataset-049,,,"
10.1017/S0007114514002104,The British journal of nutrition,"Adolescent,Adult,Aged,Aged, 80 and over,Cross-Sectional Studies,Diet,Family Characteristics,Female,Food Preferences,Food Supply,Health Promotion,Humans,Male,Middle Aged,New Zealand,Nutrition Assessment,Nutrition Policy,Nutrition Surveys,Patient Compliance,Socioeconomic Factors,Stress, Psychological,Young Adult,FSSM,NonE Tier 1",Development of a food security measurement tool for New Zealand households,http://www.ncbi.nlm.nih.gov/pubmed/25191783,",,,,dataset-049,,,"
